s1,s2,s3,s4,v_x,v_y
1957.0,2439.0,3465.0,3358.0,-20.0,0.8194
1956.0,2523.0,3477.0,3328.0,-20.0,0.8928
1988.0,2450.0,3445.0,3258.0,-11.478,0.9429
1974.0,2535.0,3367.0,3220.0,-6.9905,1.0469
2032.0,2555.0,3337.0,3137.0,-5.9086,1.2671
2044.0,2647.0,3239.0,3117.0,-5.0145,1.3433
2139.0,2668.0,3218.0,3093.0,-4.4044,1.3496
2196.0,2659.0,3113.0,3014.0,-3.4515,1.3889
2317.0,2726.0,3220.0,2880.0,-3.013,1.5678
2267.0,2761.0,3225.0,2883.0,-2.6129,1.6307
2294.0,2735.0,3183.0,2865.0,-2.4594,1.5739
2256.0,2770.0,3177.0,2850.0,-2.371,1.5286
2368.0,2866.0,3083.0,2727.0,-1.536,1.5283
2480.0,2901.0,2984.0,2644.0,-0.7647,1.5484
2450.0,2932.0,2887.0,2583.0,-0.3643,1.6663
2477.0,2967.0,2905.0,2585.0,-0.3355,1.7028
2452.0,2892.0,2972.0,2524.0,-0.3443,1.6364
2461.0,2946.0,2942.0,2633.0,-0.2069,1.5416
2488.0,2941.0,2958.0,2562.0,-0.3651,1.6378
2469.0,2962.0,2991.0,2602.0,-0.2988,1.6058
2538.0,2975.0,2949.0,2595.0,-0.2632,1.5477
2436.0,2940.0,2877.0,2626.0,-0.2156,1.5447
2517.0,2906.0,2891.0,2561.0,-0.1972,1.3859
2535.0,2919.0,2967.0,2569.0,-0.2934,1.585
2534.0,2954.0,2911.0,2533.0,-0.1433,1.5623
2560.0,2994.0,2943.0,2543.0,-0.0111,1.7055
2520.0,3010.0,2902.0,2518.0,0.1261,1.7258
2543.0,3052.0,2861.0,2518.0,0.3268,1.8335
2597.0,3107.0,2828.0,2438.0,0.5263,1.719
2628.0,3087.0,2941.0,2393.0,0.6864,1.9676
2638.0,3100.0,2900.0,2353.0,1.1784,1.7919
2688.0,3149.0,2942.0,2400.0,0.8574,2.0796
2657.0,3112.0,2865.0,2409.0,0.8771,2.0001
2706.0,3126.0,2941.0,2408.0,1.3683,1.9003
2672.0,3119.0,2966.0,2346.0,1.123,2.1977
2679.0,3143.0,2839.0,2324.0,1.3289,2.072
3216.0,3171.0,2873.0,2336.0,1.6783,2.1407
2693.0,3151.0,2908.0,2280.0,1.3086,2.2623
2680.0,3161.0,2826.0,2298.0,1.456,2.2
2743.0,3172.0,2917.0,2281.0,1.457,2.1656
2737.0,3230.0,2868.0,2257.0,1.8354,2.1031
2748.0,3228.0,2880.0,2232.0,1.736,2.4273
2757.0,3212.0,2837.0,2231.0,1.6619,2.2876
2702.0,3228.0,2820.0,2165.0,1.8457,2.3212
2752.0,3219.0,2824.0,2273.0,1.7666,2.1059
2740.0,3248.0,2804.0,2241.0,2.3726,2.2616
2757.0,3220.0,2909.0,2254.0,1.8086,2.3239
2677.0,3204.0,2813.0,2216.0,1.8074,2.4036
2765.0,3237.0,2884.0,2285.0,1.6737,2.2896
2703.0,3190.0,2881.0,2270.0,1.5109,2.3838
2677.0,3168.0,2887.0,2427.0,1.2012,2.2776
2762.0,3259.0,2919.0,2197.0,1.5742,2.4373
2863.0,3275.0,2828.0,2122.0,2.3445,2.4976
2692.0,3186.0,2907.0,2244.0,3.1864,2.3429
2659.0,3160.0,3020.0,2399.0,0.9418,2.4239
2485.0,3087.0,2966.0,2564.0,0.5581,2.1977
2431.0,3025.0,2917.0,2560.0,-0.1046,2.2301
2516.0,3070.0,3044.0,2591.0,-0.0272,2.1207
2491.0,3102.0,2993.0,2614.0,-0.2882,2.4147
2518.0,3106.0,3038.0,2622.0,-0.2279,2.359
2533.0,3033.0,3029.0,2573.0,-0.2485,2.1236
2511.0,3094.0,3106.0,2621.0,-0.3489,2.3836
2483.0,3058.0,3043.0,2591.0,-0.3226,2.3912
2458.0,3065.0,2998.0,2599.0,-0.2768,2.3049
2469.0,3018.0,3036.0,2523.0,-0.2173,2.2182
2490.0,3047.0,3079.0,2589.0,-0.2596,2.3169
2449.0,3060.0,3097.0,2598.0,-0.3064,2.3632
2484.0,3046.0,3039.0,2554.0,0.263,2.2494
2508.0,3050.0,3015.0,2569.0,-0.1908,2.3851
2509.0,3082.0,2989.0,2585.0,-0.0919,2.1918
2520.0,3104.0,2981.0,2545.0,-0.0485,2.239
2478.0,3071.0,3009.0,2532.0,0.0161,2.3992
2496.0,3071.0,2989.0,2537.0,-0.0813,2.575
2521.0,3090.0,3028.0,2524.0,-0.2444,2.5625
2441.0,3068.0,2976.0,2444.0,0.068,2.511
2490.0,3066.0,3057.0,2484.0,0.1114,2.3784
2489.0,3107.0,3050.0,2439.0,0.1577,2.6228
2530.0,3141.0,3108.0,2494.0,0.0799,2.6127
2465.0,3094.0,3046.0,2463.0,0.0824,2.5543
2505.0,3089.0,3067.0,2473.0,0.0216,2.671
2415.0,3093.0,3012.0,2469.0,0.0946,2.4354
2500.0,3109.0,3054.0,2452.0,0.0584,2.504
2463.0,3062.0,3028.0,2420.0,0.0293,2.6621
2494.0,3124.0,3060.0,2452.0,0.0588,2.5704
2477.0,3108.0,3085.0,2462.0,0.0834,2.71
2444.0,3087.0,3017.0,2381.0,0.1804,2.7852
2475.0,3157.0,3113.0,2438.0,0.1077,3.0357
2461.0,3114.0,3117.0,2372.0,0.2297,2.8621
2424.0,3150.0,3092.0,2440.0,0.0716,3.0298
2430.0,3119.0,3067.0,2405.0,0.1179,2.9498
2409.0,3125.0,3046.0,2389.0,0.3872,3.0367
2413.0,3110.0,3079.0,2421.0,0.0369,2.9775
2384.0,3151.0,3038.0,2404.0,0.1038,3.017
2463.0,3136.0,3049.0,2435.0,0.1676,3.0424
2504.0,3180.0,3101.0,2458.0,0.101,2.9952
2353.0,3159.0,3084.0,2400.0,0.0417,2.9823
2389.0,3054.0,2980.0,2407.0,0.001,3.0312
2334.0,3125.0,3003.0,2420.0,0.0401,2.9245
2421.0,3148.0,3103.0,2422.0,0.0286,3.202
3309.0,3114.0,3102.0,2447.0,0.4075,2.752
2453.0,3106.0,3089.0,2452.0,0.0434,2.8882
2425.0,3057.0,3005.0,2463.0,0.0166,2.8831
2404.0,3132.0,3058.0,2503.0,-0.0287,2.8207
2441.0,3065.0,3059.0,2494.0,-0.1142,2.5197
2448.0,3062.0,2969.0,2538.0,-0.087,2.319
2423.0,3034.0,3047.0,2525.0,-0.2306,2.444
2477.0,3042.0,3060.0,2546.0,-0.2458,2.2258
2444.0,3068.0,2999.0,2577.0,-0.2531,2.2701
